;Sentiment;Text Tweet;step01;tokens;final_tokens;step02
143;positive;Barusan bgt kelar nntn @filmziarah film lokal pertama yg gue tonton dan berhasil bikin nangis @bewe_bw speechless liat aktingnya @alitalit_;barusan bgt kelar nntn filmziarah film lokal pertama yg gue tonton dan berhasil bikin nangis bewe_bw speechless liat aktingnya alitalit_;['barusan', 'bgt', 'kelar', 'nntn', 'filmziarah', 'film', 'lokal', 'pertama', 'yg', 'gue', 'tonton', 'dan', 'berhasil', 'bikin', 'nangis', 'bewe_bw', 'speechless', 'liat', 'aktingnya', 'alitalit_'];['barusan', 'bgt', 'kelar', 'nntn', 'filmziarah', 'film', 'lokal', 'pertama', 'yg', 'gue', 'tonton', 'dan', 'berhasil', 'bikin', 'nangis', 'bewe_bw', 'speechless', 'liat', 'aktingnya', 'alitalit_'];barusan bgt kelar nntn filmziarah film lokal pertama yg gue tonton dan berhasil bikin nangis bewe_bw speechless liat aktingnya alitalit_
144;positive;Bahagia telah dipertemukan dengan film keren ini ;bahagia telah dipertemukan dengan film keren ini;['bahagia', 'telah', 'dipertemukan', 'dengan', 'film', 'keren', 'ini'];['bahagia', 'telah', 'dipertemukan', 'dengan', 'film', 'keren', 'ini'];bahagia telah dipertemukan dengan film keren ini
145;positive;Film Kartini bagus bangettt!!!! Wajib ditonton!;film kartini bagus bangettt wajib ditonton;['film', 'kartini', 'bagus', 'bangettt', 'wajib', 'ditonton'];['film', 'kartini', 'bagus', 'bangettt', 'wajib', 'ditonton'];film kartini bagus bangettt wajib ditonton
146;positive;minggu lalu nonton #DANUR mau review seneng juga sih film horror Indonesia sudah bagus lagi @CenayangFilm @ScreenSaversID;minggu lalu nonton mau review seneng juga sih film horror indonesia sudah bagus lagi cenayangfilm screensaversid;['minggu', 'lalu', 'nonton', 'mau', 'review', 'seneng', 'juga', 'sih', 'film', 'horror', 'indonesia', 'sudah', 'bagus', 'lagi', 'cenayangfilm', 'screensaversid'];['minggu', 'lalu', 'nonton', 'mau', 'review', 'seneng', 'juga', 'sih', 'film', 'horror', 'indonesia', 'sudah', 'bagus', 'lagi', 'cenayangfilm', 'screensaversid'];minggu lalu nonton mau review seneng juga sih film horror indonesia sudah bagus lagi cenayangfilm screensaversid
147;positive;#FilmKartini menginspirasi untuk berjuang menjunjung nilai kebenaran, bukan dominasi penguasa dan kekakuan budaya @LegacyPictures;menginspirasi untuk berjuang menjunjung nilai kebenaran bukan dominasi penguasa dan kekakuan budaya legacypictures;['menginspirasi', 'untuk', 'berjuang', 'menjunjung', 'nilai', 'kebenaran', 'bukan', 'dominasi', 'penguasa', 'dan', 'kekakuan', 'budaya', 'legacypictures'];['menginspirasi', 'untuk', 'berjuang', 'menjunjung', 'nilai', 'kebenaran', 'bukan', 'dominasi', 'penguasa', 'dan', 'kekakuan', 'budaya', 'legacypictures'];menginspirasi untuk berjuang menjunjung nilai kebenaran bukan dominasi penguasa dan kekakuan budaya legacypictures
148;positive;10. Kalaupun mau bikin film horror, film Danur bisa jadi rujukan .. ringan tapi menakutkan ;  kalaupun mau bikin film horror film danur bisa jadi rujukan ringan tapi menakutkan;['kalaupun', 'mau', 'bikin', 'film', 'horror', 'film', 'danur', 'bisa', 'jadi', 'rujukan', 'ringan', 'tapi', 'menakutkan'];['kalaupun', 'mau', 'bikin', 'film', 'horror', 'film', 'danur', 'bisa', 'jadi', 'rujukan', 'ringan', 'tapi', 'menakutkan'];kalaupun mau bikin film horror film danur bisa jadi rujukan ringan tapi menakutkan
149;positive;Banyak moral yg bisa dipetik dari film wonder woman. Salah satunya adalah menjaga auratmu dr cowok hidung belang ?;banyak moral yg bisa dipetik dari film wonder woman salah satunya adalah menjaga auratmu dr cowok hidung belang;['banyak', 'moral', 'yg', 'bisa', 'dipetik', 'dari', 'film', 'wonder', 'woman', 'salah', 'satunya', 'adalah', 'menjaga', 'auratmu', 'dr', 'cowok', 'hidung', 'belang'];['banyak', 'moral', 'yg', 'bisa', 'dipetik', 'dari', 'film', 'wonder', 'woman', 'salah', 'satunya', 'adalah', 'menjaga', 'auratmu', 'dr', 'cowok', 'hidung', 'belang'];banyak moral yg bisa dipetik dari film wonder woman salah satunya adalah menjaga auratmu dr cowok hidung belang
150;positive;Berikut 5 film horor Indonesia berpendapatan tinggi dalam 10 tahun terakhir. Dapatkan tiket @DanurMovie di http://bit.ly/belidanur;berikut   film horor indonesia berpendapatan tinggi dalam   tahun terakhir dapatkan tiket danurmovie di bit lybelidanur;['berikut', 'film', 'horor', 'indonesia', 'berpendapatan', 'tinggi', 'dalam', 'tahun', 'terakhir', 'dapatkan', 'tiket', 'danurmovie', 'di', 'bit', 'lybelidanur'];['berikut', 'film', 'horor', 'indonesia', 'berpendapatan', 'tinggi', 'dalam', 'tahun', 'terakhir', 'dapatkan', 'tiket', 'danurmovie', 'di', 'bit', 'lybelidanur'];berikut film horor indonesia berpendapatan tinggi dalam tahun terakhir dapatkan tiket danurmovie di bit lybelidanur
151;positive;Trust me. #GetOut itu tipe film paling nyaman dinikmati saat kita gak tau sama sekali filmnya mau kemana. Kalau sudah baca sana-sini ya beda;trust me itu tipe film paling nyaman dinikmati saat kita gak tau sama sekali filmnya mau kemana kalau sudah baca sana sini ya beda;['trust', 'me', 'itu', 'tipe', 'film', 'paling', 'nyaman', 'dinikmati', 'saat', 'kita', 'gak', 'tau', 'sama', 'sekali', 'filmnya', 'mau', 'kemana', 'kalau', 'sudah', 'baca', 'sana', 'sini', 'ya', 'beda'];['trust', 'me', 'itu', 'tipe', 'film', 'paling', 'nyaman', 'dinikmati', 'saat', 'kita', 'gak', 'tau', 'sama', 'sekali', 'filmnya', 'mau', 'kemana', 'kalau', 'sudah', 'baca', 'sana', 'sini', 'ya', 'beda'];trust me itu tipe film paling nyaman dinikmati saat kita gak tau sama sekali filmnya mau kemana kalau sudah baca sana sini ya beda
152;positive;Nonton film #getout berbudget minim tp hasilnya sungguh tk diduga bgtu jenius smp mkir brulang apa yg sbnrnya trjadi;nonton film berbudget minim tp hasilnya sungguh tk diduga bgtu jenius smp mkir brulang apa yg sbnrnya trjadi;['nonton', 'film', 'berbudget', 'minim', 'tp', 'hasilnya', 'sungguh', 'tk', 'diduga', 'bgtu', 'jenius', 'smp', 'mkir', 'brulang', 'apa', 'yg', 'sbnrnya', 'trjadi'];['nonton', 'film', 'berbudget', 'minim', 'tp', 'hasilnya', 'sungguh', 'tk', 'diduga', 'bgtu', 'jenius', 'smp', 'mkir', 'brulang', 'apa', 'yg', 'sbnrnya', 'trjadi'];nonton film berbudget minim tp hasilnya sungguh tk diduga bgtu jenius smp mkir brulang apa yg sbnrnya trjadi
153;positive;Ini salah satu film yg simple tapi hasilnya luarbiasa. Ga aneh film #GetOut dapet critical acclaim.;ini salah satu film yg simple tapi hasilnya luarbiasa ga aneh film dapet critical acclaim;['ini', 'salah', 'satu', 'film', 'yg', 'simple', 'tapi', 'hasilnya', 'luarbiasa', 'ga', 'aneh', 'film', 'dapet', 'critical', 'acclaim'];['ini', 'salah', 'satu', 'film', 'yg', 'simple', 'tapi', 'hasilnya', 'luarbiasa', 'ga', 'aneh', 'film', 'dapet', 'critical', 'acclaim'];ini salah satu film yg simple tapi hasilnya luarbiasa ga aneh film dapet critical acclaim
154;positive;Dan sy bahagia krn film sebagus @filmziarah ditonton oleh mrk. Kalaupun mrk ditugasi gurunya, gurunya itu bagus #filmziarah;dan sy bahagia krn film sebagus filmziarah ditonton oleh mrk kalaupun mrk ditugasi gurunya gurunya itu bagus;['dan', 'sy', 'bahagia', 'krn', 'film', 'sebagus', 'filmziarah', 'ditonton', 'oleh', 'mrk', 'kalaupun', 'mrk', 'ditugasi', 'gurunya', 'gurunya', 'itu', 'bagus'];['dan', 'sy', 'bahagia', 'krn', 'film', 'sebagus', 'filmziarah', 'ditonton', 'oleh', 'mrk', 'kalaupun', 'mrk', 'ditugasi', 'gurunya', 'gurunya', 'itu', 'bagus'];dan sy bahagia krn film sebagus filmziarah ditonton oleh mrk kalaupun mrk ditugasi gurunya gurunya itu bagus
155;positive;pokoknya kalian harus nonton film kartini, asli KEREN ! @LegacyPictures @Hanungbramantyo nonton di bioskop ya, bikinnya susah loh;pokoknya kalian harus nonton film kartini asli keren legacypictures hanungbramantyo nonton di bioskop ya bikinnya susah loh;['pokoknya', 'kalian', 'harus', 'nonton', 'film', 'kartini', 'asli', 'keren', 'legacypictures', 'hanungbramantyo', 'nonton', 'di', 'bioskop', 'ya', 'bikinnya', 'susah', 'loh'];['pokoknya', 'kalian', 'harus', 'nonton', 'film', 'kartini', 'asli', 'keren', 'legacypictures', 'hanungbramantyo', 'nonton', 'di', 'bioskop', 'ya', 'bikinnya', 'susah', 'loh'];pokoknya kalian harus nonton film kartini asli keren legacypictures hanungbramantyo nonton di bioskop ya bikinnya susah loh
156;positive;Film Kartini bagus banget, sebelah saya sampe nangis, artinya film ini mampu memberikan keresahan pada penontonnya.;film kartini bagus banget sebelah saya sampe nangis artinya film ini mampu memberikan keresahan pada penontonnya;['film', 'kartini', 'bagus', 'banget', 'sebelah', 'saya', 'sampe', 'nangis', 'artinya', 'film', 'ini', 'mampu', 'memberikan', 'keresahan', 'pada', 'penontonnya'];['film', 'kartini', 'bagus', 'banget', 'sebelah', 'saya', 'sampe', 'nangis', 'artinya', 'film', 'ini', 'mampu', 'memberikan', 'keresahan', 'pada', 'penontonnya'];film kartini bagus banget sebelah saya sampe nangis artinya film ini mampu memberikan keresahan pada penontonnya
157;positive;Ini film keren, banyak falsafah hidup. Salut;ini film keren banyak falsafah hidup salut;['ini', 'film', 'keren', 'banyak', 'falsafah', 'hidup', 'salut'];['ini', 'film', 'keren', 'banyak', 'falsafah', 'hidup', 'salut'];ini film keren banyak falsafah hidup salut
158;positive;Males2an diajak liat The Guys, karena masih ngerasa duit terbang percuma pasca nonton Hangout. Eh ini beda ternyata tjoy, film ini keren.;malesan diajak liat the guys karena masih ngerasa duit terbang percuma pasca nonton hangout eh ini beda ternyata tjoy film ini keren;['malesan', 'diajak', 'liat', 'the', 'guys', 'karena', 'masih', 'ngerasa', 'duit', 'terbang', 'percuma', 'pasca', 'nonton', 'hangout', 'eh', 'ini', 'beda', 'ternyata', 'tjoy', 'film', 'ini', 'keren'];['malesan', 'diajak', 'liat', 'the', 'guys', 'karena', 'masih', 'ngerasa', 'duit', 'terbang', 'percuma', 'pasca', 'nonton', 'hangout', 'eh', 'ini', 'beda', 'ternyata', 'tjoy', 'film', 'ini', 'keren'];malesan diajak liat the guys karena masih ngerasa duit terbang percuma pasca nonton hangout eh ini beda ternyata tjoy film ini keren
159;positive;"Permintaan terbuka untuk warganet Indonesia. Jikalau ada waktu + kesempatan, tontonlah film ""Ziarah"". Salah satu yg terbaik yg pernah ada~ ";permintaan terbuka untuk warganet indonesia jikalau ada waktu kesempatan tontonlah film ziarah salah satu yg terbaik yg pernah ada;['permintaan', 'terbuka', 'untuk', 'warganet', 'indonesia', 'jikalau', 'ada', 'waktu', 'kesempatan', 'tontonlah', 'film', 'ziarah', 'salah', 'satu', 'yg', 'terbaik', 'yg', 'pernah', 'ada'];['permintaan', 'terbuka', 'untuk', 'warganet', 'indonesia', 'jikalau', 'ada', 'waktu', 'kesempatan', 'tontonlah', 'film', 'ziarah', 'salah', 'satu', 'yg', 'terbaik', 'yg', 'pernah', 'ada'];permintaan terbuka untuk warganet indonesia jikalau ada waktu kesempatan tontonlah film ziarah salah satu yg terbaik yg pernah ada
160;positive;Sampai hari ini, aku masih terngiang2 Film Critical Eleven, ya Tuhan. Betapa aku banyak belajar dr menonton itu. Hemmmm;sampai hari ini aku masih terngiang film critical eleven ya tuhan betapa aku banyak belajar dr menonton itu hemmmm;['sampai', 'hari', 'ini', 'aku', 'masih', 'terngiang', 'film', 'critical', 'eleven', 'ya', 'tuhan', 'betapa', 'aku', 'banyak', 'belajar', 'dr', 'menonton', 'itu', 'hemmmm'];['sampai', 'hari', 'ini', 'aku', 'masih', 'terngiang', 'film', 'critical', 'eleven', 'ya', 'tuhan', 'betapa', 'aku', 'banyak', 'belajar', 'dr', 'menonton', 'itu', 'hemmmm'];sampai hari ini aku masih terngiang film critical eleven ya tuhan betapa aku banyak belajar dr menonton itu hemmmm
161;positive;habis liat Film kartini yg luar biasa...pemikiran dan gerakan kartini hrs di lanjutkan;habis liat film kartini yg luar biasa pemikiran dan gerakan kartini hrs di lanjutkan;['habis', 'liat', 'film', 'kartini', 'yg', 'luar', 'biasa', 'pemikiran', 'dan', 'gerakan', 'kartini', 'hrs', 'di', 'lanjutkan'];['habis', 'liat', 'film', 'kartini', 'yg', 'luar', 'biasa', 'pemikiran', 'dan', 'gerakan', 'kartini', 'hrs', 'di', 'lanjutkan'];habis liat film kartini yg luar biasa pemikiran dan gerakan kartini hrs di lanjutkan
162;positive;#filmkartini @Hanungbramantyo sangat layak utk diapresiasi tinggi. Tak ada gading yg tak retak. Tp cuma retak samar. Film ini BAGUS!;hanungbramantyo sangat layak utk diapresiasi tinggi tak ada gading yg tak retak tp cuma retak samar film ini bagus;['hanungbramantyo', 'sangat', 'layak', 'utk', 'diapresiasi', 'tinggi', 'tak', 'ada', 'gading', 'yg', 'tak', 'retak', 'tp', 'cuma', 'retak', 'samar', 'film', 'ini', 'bagus'];['hanungbramantyo', 'sangat', 'layak', 'utk', 'diapresiasi', 'tinggi', 'tak', 'ada', 'gading', 'yg', 'tak', 'retak', 'tp', 'cuma', 'retak', 'samar', 'film', 'ini', 'bagus'];hanungbramantyo sangat layak utk diapresiasi tinggi tak ada gading yg tak retak tp cuma retak samar film ini bagus
163;positive;Di Film Danur, justru yang membuat saya terkesan sosok Asih. Expresi yang datar, tanpa kata membuat penasaran,... http://fb.me/1uxomgQjS;di film danur justru yang membuat saya terkesan sosok asih yang datar tanpa kata membuat penasaran fb meu;['di', 'film', 'danur', 'justru', 'yang', 'membuat', 'saya', 'terkesan', 'sosok', 'asih', 'yang', 'datar', 'tanpa', 'kata', 'membuat', 'penasaran', 'fb', 'meu'];['di', 'film', 'danur', 'justru', 'yang', 'membuat', 'saya', 'terkesan', 'sosok', 'asih', 'yang', 'datar', 'tanpa', 'kata', 'membuat', 'penasaran', 'fb', 'meu'];di film danur justru yang membuat saya terkesan sosok asih yang datar tanpa kata membuat penasaran fb meu
164;positive;Danur seru bangat flm nya Yg blm nonton harap nonton #l4like;danur seru bangat flm nya yg blm nonton harap nonton;['danur', 'seru', 'bangat', 'flm', 'nya', 'yg', 'blm', 'nonton', 'harap', 'nonton'];['danur', 'seru', 'bangat', 'flm', 'nya', 'yg', 'blm', 'nonton', 'harap', 'nonton'];danur seru bangat flm nya yg blm nonton harap nonton
165;positive;Film-film tersebut juga cocok lho ditonton bareng anak Anda. Yuk mulai nonton lagi film berkualitas dari Indonesia #BTInd;film film tersebut juga cocok lho ditonton bareng anak anda yuk mulai nonton lagi film berkualitas dari indonesia;['film', 'film', 'tersebut', 'juga', 'cocok', 'lho', 'ditonton', 'bareng', 'anak', 'anda', 'yuk', 'mulai', 'nonton', 'lagi', 'film', 'berkualitas', 'dari', 'indonesia'];['film', 'film', 'tersebut', 'juga', 'cocok', 'lho', 'ditonton', 'bareng', 'anak', 'anda', 'yuk', 'mulai', 'nonton', 'lagi', 'film', 'berkualitas', 'dari', 'indonesia'];film film tersebut juga cocok lho ditonton bareng anak anda yuk mulai nonton lagi film berkualitas dari indonesia
166;positive;Gue udah nonton bang, sumpah pecah banget nih film karena berhasil bikin mewek nontonnya ? https://t.co/e9UbwUtbQJ;gue udah nonton bang sumpah pecah banget nih film karena berhasil bikin mewek nontonnya coeubwutbqj;['gue', 'udah', 'nonton', 'bang', 'sumpah', 'pecah', 'banget', 'nih', 'film', 'karena', 'berhasil', 'bikin', 'mewek', 'nontonnya', 'coeubwutbqj'];['gue', 'udah', 'nonton', 'bang', 'sumpah', 'pecah', 'banget', 'nih', 'film', 'karena', 'berhasil', 'bikin', 'mewek', 'nontonnya', 'coeubwutbqj'];gue udah nonton bang sumpah pecah banget nih film karena berhasil bikin mewek nontonnya coeubwutbqj
167;positive;nih film komedi lucu bangt bahasa jawa https://t.co/46I52na21l https://t.co/TopkrZd0DZ;nih film komedi lucu bangt bahasa jawa coinal cotopkrzddz;['nih', 'film', 'komedi', 'lucu', 'bangt', 'bahasa', 'jawa', 'coinal', 'cotopkrzddz'];['nih', 'film', 'komedi', 'lucu', 'bangt', 'bahasa', 'jawa', 'coinal', 'cotopkrzddz'];nih film komedi lucu bangt bahasa jawa coinal cotopkrzddz
168;positive;Awalnya sih sempet khawatir setiap liat film adaptasi dr novel takut gak sesuai ekspektasi tp #CriticalEleven malah bikin speechless.;awalnya sih sempet khawatir setiap liat film adaptasi dr novel takut gak sesuai ekspektasi tp malah bikin speechless;['awalnya', 'sih', 'sempet', 'khawatir', 'setiap', 'liat', 'film', 'adaptasi', 'dr', 'novel', 'takut', 'gak', 'sesuai', 'ekspektasi', 'tp', 'malah', 'bikin', 'speechless'];['awalnya', 'sih', 'sempet', 'khawatir', 'setiap', 'liat', 'film', 'adaptasi', 'dr', 'novel', 'takut', 'gak', 'sesuai', 'ekspektasi', 'tp', 'malah', 'bikin', 'speechless'];awalnya sih sempet khawatir setiap liat film adaptasi dr novel takut gak sesuai ekspektasi tp malah bikin speechless
169;positive;Salah satu film yg gak pernah bikin bosen ditonton berapa kali pun: The Intern. What a lovely movie. @CenayangFilm;salah satu film yg gak pernah bikin bosen ditonton berapa kali pun the intern what lovely movie cenayangfilm;['salah', 'satu', 'film', 'yg', 'gak', 'pernah', 'bikin', 'bosen', 'ditonton', 'berapa', 'kali', 'pun', 'the', 'intern', 'what', 'lovely', 'movie', 'cenayangfilm'];['salah', 'satu', 'film', 'yg', 'gak', 'pernah', 'bikin', 'bosen', 'ditonton', 'berapa', 'kali', 'pun', 'the', 'intern', 'what', 'lovely', 'movie', 'cenayangfilm'];salah satu film yg gak pernah bikin bosen ditonton berapa kali pun the intern what lovely movie cenayangfilm
170;positive;Gk nysel aku bg, uda ntn vlog mu yang the guys dri awal smpe akhir, dan akhrnya terbayarkan sama film mu bang kern kli @radityadika seriusan;gk nysel aku bg uda ntn vlog mu yang the guys dri awal smpe akhir dan akhrnya terbayarkan sama film mu bang kern kli radityadika seriusan;['gk', 'nysel', 'aku', 'bg', 'uda', 'ntn', 'vlog', 'mu', 'yang', 'the', 'guys', 'dri', 'awal', 'smpe', 'akhir', 'dan', 'akhrnya', 'terbayarkan', 'sama', 'film', 'mu', 'bang', 'kern', 'kli', 'radityadika', 'seriusan'];['gk', 'nysel', 'aku', 'bg', 'uda', 'ntn', 'vlog', 'mu', 'yang', 'the', 'guys', 'dri', 'awal', 'smpe', 'akhir', 'dan', 'akhrnya', 'terbayarkan', 'sama', 'film', 'mu', 'bang', 'kern', 'kli', 'radityadika', 'seriusan'];gk nysel aku bg uda ntn vlog mu yang the guys dri awal smpe akhir dan akhrnya terbayarkan sama film mu bang kern kli radityadika seriusan
171;positive;Tadi abis nonton @GetOutMovie. Gokil sih premisnya. Keren lah itu film.;tadi abis nonton getoutmovie gokil sih premisnya keren lah itu film;['tadi', 'abis', 'nonton', 'getoutmovie', 'gokil', 'sih', 'premisnya', 'keren', 'lah', 'itu', 'film'];['tadi', 'abis', 'nonton', 'getoutmovie', 'gokil', 'sih', 'premisnya', 'keren', 'lah', 'itu', 'film'];tadi abis nonton getoutmovie gokil sih premisnya keren lah itu film
172;positive;@ernestprakasa Slamat koh ernes atas kemenangan film cek toko sebelahnya Kita kuat karna kita beragam bukan seragam;ernestprakasa slamat koh ernes atas kemenangan film cek toko sebelahnya kita kuat karna kita beragam bukan seragam;['ernestprakasa', 'slamat', 'koh', 'ernes', 'atas', 'kemenangan', 'film', 'cek', 'toko', 'sebelahnya', 'kita', 'kuat', 'karna', 'kita', 'beragam', 'bukan', 'seragam'];['ernestprakasa', 'slamat', 'koh', 'ernes', 'atas', 'kemenangan', 'film', 'cek', 'toko', 'sebelahnya', 'kita', 'kuat', 'karna', 'kita', 'beragam', 'bukan', 'seragam'];ernestprakasa slamat koh ernes atas kemenangan film cek toko sebelahnya kita kuat karna kita beragam bukan seragam
173;positive;ini film keren banget bang Kekeluargaannya, cintanya, persahabatannya, komedinya dpt banget sumpah. Jadi makin cinta sama alfi. @radityadika;ini film keren banget bang kekeluargaannya cintanya persahabatannya komedinya dpt banget sumpah jadi makin cinta sama alfi radityadika;['ini', 'film', 'keren', 'banget', 'bang', 'kekeluargaannya', 'cintanya', 'persahabatannya', 'komedinya', 'dpt', 'banget', 'sumpah', 'jadi', 'makin', 'cinta', 'sama', 'alfi', 'radityadika'];['ini', 'film', 'keren', 'banget', 'bang', 'kekeluargaannya', 'cintanya', 'persahabatannya', 'komedinya', 'dpt', 'banget', 'sumpah', 'jadi', 'makin', 'cinta', 'sama', 'alfi', 'radityadika'];ini film keren banget bang kekeluargaannya cintanya persahabatannya komedinya dpt banget sumpah jadi makin cinta sama alfi radityadika
174;positive;Dan tiap scene Reza-Adinia ini selalu gold moment #CriticalEleven. Ini berdua emg dah ditakdirkan jadi pasangan plg cocok di film saat ini.;dan tiap scene reza adinia ini selalu gold moment ini berdua emg dah ditakdirkan jadi pasangan plg cocok di film saat ini;['dan', 'tiap', 'scene', 'reza', 'adinia', 'ini', 'selalu', 'gold', 'moment', 'ini', 'berdua', 'emg', 'dah', 'ditakdirkan', 'jadi', 'pasangan', 'plg', 'cocok', 'di', 'film', 'saat', 'ini'];['dan', 'tiap', 'scene', 'reza', 'adinia', 'ini', 'selalu', 'gold', 'moment', 'ini', 'berdua', 'emg', 'dah', 'ditakdirkan', 'jadi', 'pasangan', 'plg', 'cocok', 'di', 'film', 'saat', 'ini'];dan tiap scene reza adinia ini selalu gold moment ini berdua emg dah ditakdirkan jadi pasangan plg cocok di film saat ini
175;positive;Film yang keren, pemainnya menggembirakan meski banyak penonton menangis. #kartini;film yang keren pemainnya menggembirakan meski banyak penonton menangis;['film', 'yang', 'keren', 'pemainnya', 'menggembirakan', 'meski', 'banyak', 'penonton', 'menangis'];['film', 'yang', 'keren', 'pemainnya', 'menggembirakan', 'meski', 'banyak', 'penonton', 'menangis'];film yang keren pemainnya menggembirakan meski banyak penonton menangis
176;positive;RT @GreatBos: Jarang nonton movie Indonesia Tapi. Yang judulnya Syahadat Cinta, bagus Pemirsa, Recommended .. Jalan ceritanya SERU! .. Hoo…;greatbos jarang nonton movie indonesia tapi yang judulnya syahadat cinta bagus pemirsa recommended jalan ceritanya seru hoo;['greatbos', 'jarang', 'nonton', 'movie', 'indonesia', 'tapi', 'yang', 'judulnya', 'syahadat', 'cinta', 'bagus', 'pemirsa', 'recommended', 'jalan', 'ceritanya', 'seru', 'hoo'];['greatbos', 'jarang', 'nonton', 'movie', 'indonesia', 'tapi', 'yang', 'judulnya', 'syahadat', 'cinta', 'bagus', 'pemirsa', 'recommended', 'jalan', 'ceritanya', 'seru', 'hoo'];greatbos jarang nonton movie indonesia tapi yang judulnya syahadat cinta bagus pemirsa recommended jalan ceritanya seru hoo
177;positive;ASTAGAH! FILM FAVORIT KELUAR LAGI LANJUTANNYA. ;astagah film favorit keluar lagi lanjutannya;['astagah', 'film', 'favorit', 'keluar', 'lagi', 'lanjutannya'];['astagah', 'film', 'favorit', 'keluar', 'lagi', 'lanjutannya'];astagah film favorit keluar lagi lanjutannya
178;positive;Masih belun moveon dari #CriticalEleven dan ini bikin saya belajar satu hal. Buku yg diadaptasi ke film, gak bisa kita samakan kualitasnya;masih belun moveon dari dan ini bikin saya belajar satu hal buku yg diadaptasi ke film gak bisa kita samakan kualitasnya;['masih', 'belun', 'moveon', 'dari', 'dan', 'ini', 'bikin', 'saya', 'belajar', 'satu', 'hal', 'buku', 'yg', 'diadaptasi', 'ke', 'film', 'gak', 'bisa', 'kita', 'samakan', 'kualitasnya'];['masih', 'belun', 'moveon', 'dari', 'dan', 'ini', 'bikin', 'saya', 'belajar', 'satu', 'hal', 'buku', 'yg', 'diadaptasi', 'ke', 'film', 'gak', 'bisa', 'kita', 'samakan', 'kualitasnya'];masih belun moveon dari dan ini bikin saya belajar satu hal buku yg diadaptasi ke film gak bisa kita samakan kualitasnya
179;positive;Sudah nonton Critical Eleven. Menyenangkan kok, masuk kategori film Indonesia yang wajib tonton lah.;sudah nonton critical eleven menyenangkan kok masuk kategori film indonesia yang wajib tonton lah;['sudah', 'nonton', 'critical', 'eleven', 'menyenangkan', 'kok', 'masuk', 'kategori', 'film', 'indonesia', 'yang', 'wajib', 'tonton', 'lah'];['sudah', 'nonton', 'critical', 'eleven', 'menyenangkan', 'kok', 'masuk', 'kategori', 'film', 'indonesia', 'yang', 'wajib', 'tonton', 'lah'];sudah nonton critical eleven menyenangkan kok masuk kategori film indonesia yang wajib tonton lah
180;positive;nah ini. coba nonton filmnya deh. asik parah ;nah ini coba nonton filmnya deh asik parah;['nah', 'ini', 'coba', 'nonton', 'filmnya', 'deh', 'asik', 'parah'];['nah', 'ini', 'coba', 'nonton', 'filmnya', 'deh', 'asik', 'parah'];nah ini coba nonton filmnya deh asik parah
181;positive;@unaazizah @yanskii Film keren;unaazizah yanskii film keren;['unaazizah', 'yanskii', 'film', 'keren'];['unaazizah', 'yanskii', 'film', 'keren'];unaazizah yanskii film keren
182;positive;Lebih suka film yang bentar tapi menarik #DhikeFact;lebih suka film yang bentar tapi menarik;['lebih', 'suka', 'film', 'yang', 'bentar', 'tapi', 'menarik'];['lebih', 'suka', 'film', 'yang', 'bentar', 'tapi', 'menarik'];lebih suka film yang bentar tapi menarik
183;positive;ga sabar nunggu Bluray nya. pasti banyak special feature yang keren. lebih lucu kalo ada bloopernya;ga sabar nunggu bluray nya pasti banyak special feature yang keren lebih lucu kalo ada bloopernya;['ga', 'sabar', 'nunggu', 'bluray', 'nya', 'pasti', 'banyak', 'special', 'feature', 'yang', 'keren', 'lebih', 'lucu', 'kalo', 'ada', 'bloopernya'];['ga', 'sabar', 'nunggu', 'bluray', 'nya', 'pasti', 'banyak', 'special', 'feature', 'yang', 'keren', 'lebih', 'lucu', 'kalo', 'ada', 'bloopernya'];ga sabar nunggu bluray nya pasti banyak special feature yang keren lebih lucu kalo ada bloopernya
184;positive;Film The Guys wajib ditonton bagi kamu yang sayang orang tua, sahabat yang baik, creatif dan cinta kebebasan. Kereen bgt kak @radityadika;film the guys wajib ditonton bagi kamu yang sayang orang tua sahabat yang baik creatif dan cinta kebebasan kereen bgt kak radityadika;['film', 'the', 'guys', 'wajib', 'ditonton', 'bagi', 'kamu', 'yang', 'sayang', 'orang', 'tua', 'sahabat', 'yang', 'baik', 'creatif', 'dan', 'cinta', 'kebebasan', 'kereen', 'bgt', 'kak', 'radityadika'];['film', 'the', 'guys', 'wajib', 'ditonton', 'bagi', 'kamu', 'yang', 'sayang', 'orang', 'tua', 'sahabat', 'yang', 'baik', 'creatif', 'dan', 'cinta', 'kebebasan', 'kereen', 'bgt', 'kak', 'radityadika'];film the guys wajib ditonton bagi kamu yang sayang orang tua sahabat yang baik creatif dan cinta kebebasan kereen bgt kak radityadika
185;positive;Film The guys nya keren abiss bang @radityadika . Lucu dapet, romance nya dapet, dan sedih nya juga dapet.;film the guys nya keren abiss bang radityadika lucu dapet romance nya dapet dan sedih nya juga dapet;['film', 'the', 'guys', 'nya', 'keren', 'abiss', 'bang', 'radityadika', 'lucu', 'dapet', 'romance', 'nya', 'dapet', 'dan', 'sedih', 'nya', 'juga', 'dapet'];['film', 'the', 'guys', 'nya', 'keren', 'abiss', 'bang', 'radityadika', 'lucu', 'dapet', 'romance', 'nya', 'dapet', 'dan', 'sedih', 'nya', 'juga', 'dapet'];film the guys nya keren abiss bang radityadika lucu dapet romance nya dapet dan sedih nya juga dapet
