;Sentiment;Text Tweet;step01;tokens;tokens_perbaikan;Stop_removal;step02;ProcessedText
218;1;Sinyal 4g nya stabil nih. mantap <PROVIDER_NAME> <URL>;sinyal 4 nya stabil nih mantap provider_name allcaps url allcaps;['sinyal', '4', 'nya', 'stabil', 'nih', 'mantap', 'provider_name', 'allcaps', 'url', 'allcaps'];['sinyal', '4', 'nya', 'stabil', 'ini', 'mantap', 'provider_name', 'allcaps', 'url', 'allcaps'];['sinyal', '4', 'nya', 'stabil', 'mantap', 'provider_name', 'allcaps', 'url', 'allcaps'];sinyal 4 nya stabil mantap provider_name allcaps url allcaps;sinyal 4 nya stabil mantap provider name allcaps url allcaps
219;0;Fungsinya data lokal, 4G sama Flash apa? Toh mau 4G atau 3G yang terpakai duluan data lokalnya. mahal lagi. <PROVIDER_NAME>;fungsinya data lokal 4 sama flash apa toh mau 4 atau 3 yang terpakai duluan data lokalnya mahal lagi provider_name;['fungsinya', 'data', 'lokal', '4', 'sama', 'flash', 'apa', 'toh', 'mau', '4', 'atau', '3', 'yang', 'terpakai', 'duluan', 'data', 'lokalnya', 'mahal', 'lagi', 'provider_name'];['fungsinya', 'data', 'lokal', '4', 'sama', 'flash', 'apa', 'toh', 'mau', '4', 'atau', '3', 'yang', 'terpakai', 'dahulu', 'data', 'lokalnya', 'mahal', 'lagi', 'provider_name'];['fungsinya', 'data', 'lokal', '4', 'flash', '4', '3', 'terpakai', 'data', 'lokalnya', 'mahal', 'provider_name'];fungsinya data lokal 4 flash 4 3 terpakai data lokalnya mahal provider_name;fungsi data lokal 4 flash 4 3 pakai data lokal mahal provider name
220;1;Hore, dapat makan malam gratis hari ini karena <PROVIDER_NAME> Poin  #7eleven #sevel <PROVIDER_NAME>… <URL>;hore dapat makan malam gratis hari ini karena provider_name poin hashtag 7 el even hashtag hashtag sevel hashtag provider_name allcaps url allcaps;['hore', 'dapat', 'makan', 'malam', 'gratis', 'hari', 'ini', 'karena', 'provider_name', 'poin', 'hashtag', '7', 'el', 'even', 'hashtag', 'hashtag', 'sevel', 'hashtag', 'provider_name', 'allcaps', 'url', 'allcaps'];['hore', 'dapat', 'makan', 'malam', 'gratis', 'hari', 'ini', 'karena', 'provider_name', 'poin', 'hashtag', '7', 'el', 'even', 'hashtag', 'hashtag', 'sevel', 'hashtag', 'provider_name', 'allcaps', 'url', 'allcaps'];['hore', 'makan', 'malam', 'gratis', 'provider_name', 'poin', 'hashtag', '7', 'el', 'even', 'hashtag', 'hashtag', 'sevel', 'hashtag', 'provider_name', 'allcaps', 'url', 'allcaps'];hore makan malam gratis provider_name poin hashtag 7 el even hashtag hashtag sevel hashtag provider_name allcaps url allcaps;hore makan malam gratis provider name poin hashtag 7 el even hashtag hashtag sevel hashtag provider name allcaps url allcaps
221;0;Wajar saja <PROVIDER_NAME> dihack, harga mahal banget dan koneksi lambat lagi <PROVIDER_NAME>mahal <PROVIDER_NAME> ;wajar saja provider_name dihack harga mahal banget dan koneksi lambat lagi provider_name mahal provider_name;['wajar', 'saja', 'provider_name', 'dihack', 'harga', 'mahal', 'banget', 'dan', 'koneksi', 'lambat', 'lagi', 'provider_name', 'mahal', 'provider_name'];['wajar', 'saja', 'provider_name', 'dihack', 'harga', 'mahal', 'banget', 'dan', 'koneksi', 'lambat', 'lagi', 'provider_name', 'mahal', 'provider_name'];['wajar', 'provider_name', 'dihack', 'harga', 'mahal', 'banget', 'koneksi', 'lambat', 'provider_name', 'mahal', 'provider_name'];wajar provider_name dihack harga mahal banget koneksi lambat provider_name mahal provider_name;wajar provider name dihack harga mahal banget koneksi lambat provider name mahal provider name
222;1;*ganti* paket <PROVIDER_NAME>  5Gb langsung lancar dan #TransaksiNormal;ganti emphasis paket provider_name 5 gb langsung lancar dan hashtag transaksi normal hashtag;['ganti', 'emphasis', 'paket', 'provider_name', '5', 'gb', 'langsung', 'lancar', 'dan', 'hashtag', 'transaksi', 'normal', 'hashtag'];['ganti', 'emphasis', 'paket', 'provider_name', '5', 'gb', 'langsung', 'lancar', 'dan', 'hashtag', 'transaksi', 'normal', 'hashtag'];['ganti', 'emphasis', 'paket', 'provider_name', '5', 'gb', 'langsung', 'lancar', 'hashtag', 'transaksi', 'normal', 'hashtag'];ganti emphasis paket provider_name 5 gb langsung lancar hashtag transaksi normal hashtag;ganti emphasis paket provider name 5 gb langsung lancar hashtag transaksi normal hashtag
223;0;Selalu saja ada masalah #Indonesia <PROVIDER_NAME> #konsumen <USER_MENTION>;selalu saja ada masalah hashtag indonesia hashtag provider_name hashtag on sum en hashtag user_mention;['selalu', 'saja', 'ada', 'masalah', 'hashtag', 'indonesia', 'hashtag', 'provider_name', 'hashtag', 'on', 'sum', 'en', 'hashtag', 'user_mention'];['selalu', 'saja', 'ada', 'masalah', 'hashtag', 'indonesia', 'hashtag', 'provider_name', 'hashtag', 'on', 'sum', 'en', 'hashtag', 'user_mention'];['hashtag', 'indonesia', 'hashtag', 'provider_name', 'hashtag', 'on', 'sum', 'en', 'hashtag', 'user_mention'];hashtag indonesia hashtag provider_name hashtag on sum en hashtag user_mention;hashtag indonesia hashtag provider name hashtag on sum en hashtag user mention
224;1;Alhamdulillah gratisan youtube dari <PROVIDER_NAME> pada bulan Ramadhan ini berfaedah sekali.;alhamdulillah gratisan youtube dari provider_name pada bulan ramadhan ini berfaedah sekali;['alhamdulillah', 'gratisan', 'youtube', 'dari', 'provider_name', 'pada', 'bulan', 'ramadhan', 'ini', 'berfaedah', 'sekali'];['syukur', 'gratisan', 'youtube', 'dari', 'provider_name', 'pada', 'bulan', 'ramadhan', 'ini', 'berfaedah', 'sekali'];['syukur', 'gratisan', 'youtube', 'provider_name', 'ramadhan', 'berfaedah'];syukur gratisan youtube provider_name ramadhan berfaedah;syukur gratis youtube provider name ramadhan faedah
225;0;<PROVIDER_NAME> KENAPA. sinyal hilang mulu;provider_name allcaps kenapa allcaps sinyal hilang mulu;['provider_name', 'allcaps', 'kenapa', 'allcaps', 'sinyal', 'hilang', 'mulu'];['provider_name', 'allcaps', 'kenapa', 'allcaps', 'sinyal', 'hilang', 'mulu'];['provider_name', 'allcaps', 'allcaps', 'sinyal', 'hilang', 'mulu'];provider_name allcaps allcaps sinyal hilang mulu;provider name allcaps allcaps sinyal hilang mulu
226;0;Data yang sama sekali tidak ada manfaatnya.  <PROVIDER_NAME> <URL> …;data yang sama sekali tidak ada manfaatnya provider_name allcaps url allcaps;['data', 'yang', 'sama', 'sekali', 'tidak', 'ada', 'manfaatnya', 'provider_name', 'allcaps', 'url', 'allcaps'];['data', 'yang', 'sama', 'sekali', 'tidak', 'ada', 'manfaatnya', 'provider_name', 'allcaps', 'url', 'allcaps'];['data', 'manfaatnya', 'provider_name', 'allcaps', 'url', 'allcaps'];data manfaatnya provider_name allcaps url allcaps;data manfaat provider name allcaps url allcaps
227;0;<PROVIDER_NAME> goblok banget sih sekarang <PROVIDER_NAME> #jadimurahan ;provider_name goblok banget sih sekarang provider_name hashtag jadi murah an hashtag;['provider_name', 'goblok', 'banget', 'sih', 'sekarang', 'provider_name', 'hashtag', 'jadi', 'murah', 'an', 'hashtag'];['provider_name', 'bodoh', 'banget', 'sih', 'sekarang', 'provider_name', 'hashtag', 'jadi', 'murah', 'an', 'hashtag'];['provider_name', 'bodoh', 'banget', 'sih', 'provider_name', 'hashtag', 'murah', 'an', 'hashtag'];provider_name bodoh banget sih provider_name hashtag murah an hashtag;provider name bodoh banget sih provider name hashtag murah an hashtag
228;0;Padahal udah settingan 3G tapi kenapa kuota 3G tidak bisa dipakai malah menguras pulsa yaa? #Tanya <PROVIDER_NAME>;padahal udah settingan 3 tapi kenapa kuota 3 tidak bisa dipakai malah menguras pulsa yaa hashtag tanya hashtag provider_name;['padahal', 'udah', 'settingan', '3', 'tapi', 'kenapa', 'kuota', '3', 'tidak', 'bisa', 'dipakai', 'malah', 'menguras', 'pulsa', 'yaa', 'hashtag', 'tanya', 'hashtag', 'provider_name'];['padahal', 'sudah', 'settingan', '3', 'tapi', 'kenapa', 'kuota', '3', 'tidak', 'bisa', 'dipakai', 'malah', 'menguras', 'pulsa', 'iya', 'hashtag', 'tanya', 'hashtag', 'provider_name'];['settingan', '3', 'kuota', '3', 'dipakai', 'menguras', 'pulsa', 'iya', 'hashtag', 'hashtag', 'provider_name'];settingan 3 kuota 3 dipakai menguras pulsa iya hashtag hashtag provider_name;settingan 3 kuota 3 pakai uras pulsa iya hashtag hashtag provider name
229;0;Sudah mahal sinyalnya jelek lagi... <PROVIDER_NAME> bangsat anjing...;sudah mahal sinyalnya jelek lagi repeated provider_name bangsat anjing repeated;['sudah', 'mahal', 'sinyalnya', 'jelek', 'lagi', 'repeated', 'provider_name', 'bangsat', 'anjing', 'repeated'];['sudah', 'mahal', 'sinyalnya', 'jelek', 'lagi', 'repeated', 'provider_name', 'bangsat', 'anjing', 'repeated'];['mahal', 'sinyalnya', 'jelek', 'repeated', 'provider_name', 'bangsat', 'anjing', 'repeated'];mahal sinyalnya jelek repeated provider_name bangsat anjing repeated;mahal sinyal jelek repeated provider name bangsat anjing repeated
230;0;Jeleknya jaringan internet. <PROVIDER_NAME>;jeleknya jaringan internet provider_name;['jeleknya', 'jaringan', 'internet', 'provider_name'];['jeleknya', 'jaringan', 'internet', 'provider_name'];['jeleknya', 'jaringan', 'internet', 'provider_name'];jeleknya jaringan internet provider_name;jelek jaring internet provider name
231;0;Cuma di area Pandeglang kota.. jaringan <PROVIDER_NAME> buruk jelek. Kejadian ini sudah berlangsung sebulan lamanya. <PROVIDER_NAME>Care <PROVIDER_NAME>payah <PROVIDER_NAME> harus dihack;cuma di area pandeglang kota repeated jaringan provider_name buruk jelek kejadian ini sudah berlangsung sebulan lamanya provider_name care provider_name payah provider_name harus dihack;['cuma', 'di', 'area', 'pandeglang', 'kota', 'repeated', 'jaringan', 'provider_name', 'buruk', 'jelek', 'kejadian', 'ini', 'sudah', 'berlangsung', 'sebulan', 'lamanya', 'provider_name', 'care', 'provider_name', 'payah', 'provider_name', 'harus', 'dihack'];['cuma', 'di', 'area', 'pandeglang', 'kota', 'repeated', 'jaringan', 'provider_name', 'buruk', 'jelek', 'kejadian', 'ini', 'sudah', 'berlangsung', 'sebulan', 'lamanya', 'provider_name', 'care', 'provider_name', 'payah', 'provider_name', 'harus', 'dihack'];['area', 'pandeglang', 'kota', 'repeated', 'jaringan', 'provider_name', 'buruk', 'jelek', 'kejadian', 'sebulan', 'provider_name', 'care', 'provider_name', 'payah', 'provider_name', 'dihack'];area pandeglang kota repeated jaringan provider_name buruk jelek kejadian sebulan provider_name care provider_name payah provider_name dihack;area pandeglang kota repeated jaring provider name buruk jelek jadi bulan provider name care provider name payah provider name dihack
232;0;benar2 kacau. Baru isi kuota, datanya langsung habis. <PROVIDER_NAME> ;benar2 kacau baru isi kuota datanya langsung habis provider_name;['benar2', 'kacau', 'baru', 'isi', 'kuota', 'datanya', 'langsung', 'habis', 'provider_name'];['benar2', 'kacau', 'baru', 'isi', 'kuota', 'datanya', 'langsung', 'habis', 'provider_name'];['benar2', 'kacau', 'isi', 'kuota', 'datanya', 'langsung', 'habis', 'provider_name'];benar2 kacau isi kuota datanya langsung habis provider_name;benar2 kacau isi kuota data langsung habis provider name
233;1;<PROVIDER_NAME> ayo kamu bisa;provider_name ayo kamu bisa;['provider_name', 'ayo', 'kamu', 'bisa'];['provider_name', 'ayo', 'kamu', 'bisa'];['provider_name', 'ayo'];provider_name ayo;provider name ayo
234;1;Mending ngopi nyantai sambil dengar musik klasik di youtube gratis dari jaringan <PROVIDER_NAME> yang keren;mending ngopi nyantai sambil dengar musik klasik di youtube gratis dari jaringan provider_name yang keren;['mending', 'ngopi', 'nyantai', 'sambil', 'dengar', 'musik', 'klasik', 'di', 'youtube', 'gratis', 'dari', 'jaringan', 'provider_name', 'yang', 'keren'];['baiknya', 'ngopi', 'nyantai', 'sambil', 'dengar', 'musik', 'klasik', 'di', 'youtube', 'gratis', 'dari', 'jaringan', 'provider_name', 'yang', 'keren'];['baiknya', 'ngopi', 'nyantai', 'dengar', 'musik', 'klasik', 'youtube', 'gratis', 'jaringan', 'provider_name', 'keren'];baiknya ngopi nyantai dengar musik klasik youtube gratis jaringan provider_name keren;baik ngopi nyantai dengar musik klasik youtube gratis jaring provider name keren
235;1;ada banyak fitur  dari Kartu Perdana <PROVIDER_NAME> yg udah 4.5G <PROVIDER_NAME>Youtube1tahun <PROVIDER_NAME>_Jabo <USER_MENTION>;ada banyak fitur dari kartu perdana provider_name yg udah number 5 provider_name youtube1tahun provider_name _jabo user_mention;['ada', 'banyak', 'fitur', 'dari', 'kartu', 'perdana', 'provider_name', 'yg', 'udah', 'number', '5', 'provider_name', 'youtube1tahun', 'provider_name', '_jabo', 'user_mention'];['ada', 'banyak', 'fitur', 'dari', 'kartu', 'perdana', 'provider_name', 'yang', 'sudah', 'number', '5', 'provider_name', 'youtube1tahun', 'provider_name', '_jabo', 'user_mention'];['fitur', 'kartu', 'perdana', 'provider_name', 'number', '5', 'provider_name', 'youtube1tahun', 'provider_name', '_jabo', 'user_mention'];fitur kartu perdana provider_name number 5 provider_name youtube1tahun provider_name _jabo user_mention;fitur kartu perdana provider name number 5 provider name youtube1tahun provider name jabo user mention
236;1;Hari minggu masuk kerja tapi gak ada yang dikerjain, ujung2nya mencari lapak terus rebahan sambil denger musik di youtube. <PROVIDER_NAME> top deh;hari minggu masuk kerja tapi gak ada yang dikerjain ujung2nya mencari lapak terus rebahan sambil denger musik di youtube provider_name top deh;['hari', 'minggu', 'masuk', 'kerja', 'tapi', 'gak', 'ada', 'yang', 'dikerjain', 'ujung2nya', 'mencari', 'lapak', 'terus', 'rebahan', 'sambil', 'denger', 'musik', 'di', 'youtube', 'provider_name', 'top', 'deh'];['hari', 'minggu', 'masuk', 'kerja', 'tapi', 'tidak', 'ada', 'yang', 'dikerjain', 'ujung2nya', 'mencari', 'lapak', 'terus', 'rebahan', 'sambil', 'dengar', 'musik', 'di', 'youtube', 'provider_name', 'top', 'deh'];['minggu', 'masuk', 'kerja', 'dikerjain', 'ujung2nya', 'mencari', 'lapak', 'rebahan', 'dengar', 'musik', 'youtube', 'provider_name', 'top', 'deh'];minggu masuk kerja dikerjain ujung2nya mencari lapak rebahan dengar musik youtube provider_name top deh;minggu masuk kerja dikerjain ujung2nya cari lapak rebah dengar musik youtube provider name top deh
237;1;Sekarang enak belanja online. Sinyal kuat dan kencang pakai <PROVIDER_NAME>. ;sekarang enak belanja online sinyal kuat dan kencang pakai provider_name;['sekarang', 'enak', 'belanja', 'online', 'sinyal', 'kuat', 'dan', 'kencang', 'pakai', 'provider_name'];['sekarang', 'enak', 'belanja', 'online', 'sinyal', 'kuat', 'dan', 'kencang', 'pakai', 'provider_name'];['enak', 'belanja', 'online', 'sinyal', 'kuat', 'kencang', 'pakai', 'provider_name'];enak belanja online sinyal kuat kencang pakai provider_name;enak belanja online sinyal kuat kencang pakai provider name
238;1;Mantap! Paket <PRODUCT_NAME> dari <PROVIDER_NAME> bikin mupeng. Banyak <PRODUCT_NAME>nya! ;mantap paket product_name dari provider_name bikin mupeng banyak product_name nya;['mantap', 'paket', 'product_name', 'dari', 'provider_name', 'bikin', 'mupeng', 'banyak', 'product_name', 'nya'];['mantap', 'paket', 'product_name', 'dari', 'provider_name', 'membuat', 'mupeng', 'banyak', 'product_name', 'nya'];['mantap', 'paket', 'product_name', 'provider_name', 'mupeng', 'product_name', 'nya'];mantap paket product_name provider_name mupeng product_name nya;mantap paket product name provider name mupeng product name nya
239;1;Selain bonus THR dapat bonus dari <PROVIDER_NAME> yang begini nih yang bikin hati senang juga.. ;selain bonus allcaps thr allcaps dapat bonus dari provider_name yang begini nih yang bikin hati senang juga repeated;['selain', 'bonus', 'allcaps', 'thr', 'allcaps', 'dapat', 'bonus', 'dari', 'provider_name', 'yang', 'begini', 'nih', 'yang', 'bikin', 'hati', 'senang', 'juga', 'repeated'];['selain', 'bonus', 'allcaps', 'thr', 'allcaps', 'dapat', 'bonus', 'dari', 'provider_name', 'yang', 'begini', 'ini', 'yang', 'membuat', 'hati', 'senang', 'juga', 'repeated'];['bonus', 'allcaps', 'thr', 'allcaps', 'bonus', 'provider_name', 'hati', 'senang', 'repeated'];bonus allcaps thr allcaps bonus provider_name hati senang repeated;bonus allcaps thr allcaps bonus provider name hati senang repeated
240;1;Pagi ini saya sahur di Purwakarta, dan disini sinyal <PROVIDER_NAME> nya bagus banget;pagi ini saya sahur di purwakarta dan disini sinyal provider_name nya bagus banget;['pagi', 'ini', 'saya', 'sahur', 'di', 'purwakarta', 'dan', 'disini', 'sinyal', 'provider_name', 'nya', 'bagus', 'banget'];['pagi', 'ini', 'saya', 'sahur', 'di', 'purwakarta', 'dan', 'disini', 'sinyal', 'provider_name', 'nya', 'bagus', 'banget'];['pagi', 'sahur', 'purwakarta', 'sinyal', 'provider_name', 'nya', 'bagus', 'banget'];pagi sahur purwakarta sinyal provider_name nya bagus banget;pagi sahur purwakarta sinyal provider name nya bagus banget
241;1;Astaga udah sore aja. Keasyikan main hape. Sinyal lancar, hebat emang <PROVIDER_NAME>;astaga udah sore aja keasyikan main hape sinyal lancar hebat emang provider_name;['astaga', 'udah', 'sore', 'aja', 'keasyikan', 'main', 'hape', 'sinyal', 'lancar', 'hebat', 'emang', 'provider_name'];['astaga', 'sudah', 'sore', 'saja', 'keasyikan', 'main', 'hape', 'sinyal', 'lancar', 'hebat', 'memang', 'provider_name'];['astaga', 'sore', 'keasyikan', 'main', 'hape', 'sinyal', 'lancar', 'hebat', 'provider_name'];astaga sore keasyikan main hape sinyal lancar hebat provider_name;astaga sore asyik main hape sinyal lancar hebat provider name
242;1;Kadang, saya juga cari referensi di youtube yang merupakan gudang informasi keren. <PROVIDER_NAME> youtube an tanpa kuota bisa streaming lancar;kadang saya juga cari referensi di youtube yang merupakan gudang informasi keren provider_name youtube an tanpa kuota bisa streaming lancar;['kadang', 'saya', 'juga', 'cari', 'referensi', 'di', 'youtube', 'yang', 'merupakan', 'gudang', 'informasi', 'keren', 'provider_name', 'youtube', 'an', 'tanpa', 'kuota', 'bisa', 'streaming', 'lancar'];['kadang', 'saya', 'juga', 'cari', 'referensi', 'di', 'youtube', 'yang', 'merupakan', 'gudang', 'informasi', 'keren', 'provider_name', 'youtube', 'an', 'tanpa', 'kuota', 'bisa', 'streaming', 'lancar'];['kadang', 'cari', 'referensi', 'youtube', 'gudang', 'informasi', 'keren', 'provider_name', 'youtube', 'an', 'kuota', 'streaming', 'lancar'];kadang cari referensi youtube gudang informasi keren provider_name youtube an kuota streaming lancar;kadang cari referensi youtube gudang informasi keren provider name youtube an kuota streaming lancar
243;1;belajar mengedit video di youtube jadi enak dan cepat paham kalo jaringan <PROVIDER_NAME> lancar dan kencang begini.;belajar mengedit video di youtube jadi enak dan cepat paham kalo jaringan provider_name lancar dan kencang begini;['belajar', 'mengedit', 'video', 'di', 'youtube', 'jadi', 'enak', 'dan', 'cepat', 'paham', 'kalo', 'jaringan', 'provider_name', 'lancar', 'dan', 'kencang', 'begini'];['belajar', 'mengedit', 'video', 'di', 'youtube', 'jadi', 'enak', 'dan', 'cepat', 'paham', 'kalau', 'jaringan', 'provider_name', 'lancar', 'dan', 'kencang', 'begini'];['belajar', 'mengedit', 'video', 'youtube', 'enak', 'cepat', 'paham', 'jaringan', 'provider_name', 'lancar', 'kencang'];belajar mengedit video youtube enak cepat paham jaringan provider_name lancar kencang;ajar edit video youtube enak cepat paham jaring provider name lancar kencang
244;1;"Tethering pakai kartu <PROVIDER_NAME> sinyalnya kencang badai, apalagi kalau lagi browsing"" mencari bahan artikel. Dijamin lancar.";tethering pakai kartu provider_name sinyalnya kencang badai apalagi kalau lagi browsing mencari bahan artikel dijamin lancar;['tethering', 'pakai', 'kartu', 'provider_name', 'sinyalnya', 'kencang', 'badai', 'apalagi', 'kalau', 'lagi', 'browsing', 'mencari', 'bahan', 'artikel', 'dijamin', 'lancar'];['tethering', 'pakai', 'kartu', 'provider_name', 'sinyalnya', 'kencang', 'badai', 'apalagi', 'kalau', 'lagi', 'browsing', 'mencari', 'bahan', 'artikel', 'dijamin', 'lancar'];['tethering', 'pakai', 'kartu', 'provider_name', 'sinyalnya', 'kencang', 'badai', 'browsing', 'mencari', 'bahan', 'artikel', 'dijamin', 'lancar'];tethering pakai kartu provider_name sinyalnya kencang badai browsing mencari bahan artikel dijamin lancar;tethering pakai kartu provider name sinyal kencang badai browsing cari bahan artikel jamin lancar
245;0;Saya tidak akan pernah pakai produk <PROVIDER_NAME>!!! boikot <PROVIDER_NAME> #Boikot<PROVIDER_NAME>;saya tidak akan pernah pakai produk provider_name repeated boikot provider_name hashtag boikot hashtag provider_name;['saya', 'tidak', 'akan', 'pernah', 'pakai', 'produk', 'provider_name', 'repeated', 'boikot', 'provider_name', 'hashtag', 'boikot', 'hashtag', 'provider_name'];['saya', 'tidak', 'akan', 'pernah', 'pakai', 'produk', 'provider_name', 'repeated', 'boikot', 'provider_name', 'hashtag', 'boikot', 'hashtag', 'provider_name'];['pakai', 'produk', 'provider_name', 'repeated', 'boikot', 'provider_name', 'hashtag', 'boikot', 'hashtag', 'provider_name'];pakai produk provider_name repeated boikot provider_name hashtag boikot hashtag provider_name;pakai produk provider name repeated boikot provider name hashtag boikot hashtag provider name
246;0;Ayo yang masih pakai kartu <PROVIDER_NAME> Segera buang ke Got ya;ayo yang masih pakai kartu provider_name segera buang ke got ya;['ayo', 'yang', 'masih', 'pakai', 'kartu', 'provider_name', 'segera', 'buang', 'ke', 'got', 'ya'];['ayo', 'yang', 'masih', 'pakai', 'kartu', 'provider_name', 'segera', 'buang', 'ke', 'got', 'iya'];['ayo', 'pakai', 'kartu', 'provider_name', 'buang', 'got', 'iya'];ayo pakai kartu provider_name buang got iya;ayo pakai kartu provider name buang got iya
247;0;#Boikot<PROVIDER_NAME>..saatnya hijrah ke ..selamat tinggal <PROVIDER_NAME>..;hashtag boikot hashtag provider_name repeated saatnya hijrah ke repeated selamat tinggal provider_name repeated;['hashtag', 'boikot', 'hashtag', 'provider_name', 'repeated', 'saatnya', 'hijrah', 'ke', 'repeated', 'selamat', 'tinggal', 'provider_name', 'repeated'];['hashtag', 'boikot', 'hashtag', 'provider_name', 'repeated', 'saatnya', 'hijrah', 'ke', 'repeated', 'selamat', 'tinggal', 'provider_name', 'repeated'];['hashtag', 'boikot', 'hashtag', 'provider_name', 'repeated', 'hijrah', 'repeated', 'selamat', 'tinggal', 'provider_name', 'repeated'];hashtag boikot hashtag provider_name repeated hijrah repeated selamat tinggal provider_name repeated;hashtag boikot hashtag provider name repeated hijrah repeated selamat tinggal provider name repeated
248;1;Alhamdulillah Kuota <PROVIDER_NAME> banyak yang murah;alhamdulillah kuota provider_name banyak yang murah;['alhamdulillah', 'kuota', 'provider_name', 'banyak', 'yang', 'murah'];['syukur', 'kuota', 'provider_name', 'banyak', 'yang', 'murah'];['syukur', 'kuota', 'provider_name', 'murah'];syukur kuota provider_name murah;syukur kuota provider name murah
249;0;Sudah tarifnya paling mahal, ditambah jaringan yang semakin hari semakin susah! <PROVIDER_NAME> mengesalkan banget ;sudah tarifnya paling mahal ditambah jaringan yang semakin hari semakin susah provider_name mengesalkan banget;['sudah', 'tarifnya', 'paling', 'mahal', 'ditambah', 'jaringan', 'yang', 'semakin', 'hari', 'semakin', 'susah', 'provider_name', 'mengesalkan', 'banget'];['sudah', 'tarifnya', 'paling', 'mahal', 'ditambah', 'jaringan', 'yang', 'semakin', 'hari', 'semakin', 'susah', 'provider_name', 'mengesalkan', 'banget'];['tarifnya', 'mahal', 'ditambah', 'jaringan', 'susah', 'provider_name', 'mengesalkan', 'banget'];tarifnya mahal ditambah jaringan susah provider_name mengesalkan banget;tarif mahal tambah jaring susah provider name kesal banget
250;0;<PROVIDER_NAME> Pulsanya masih ada, TM masih banyak, mau nelpon ke sesama simpati katanya pulsa gak cukup, kampret ini <PROVIDER_NAME> ;provider_name pulsanya masih ada tm masih banyak mau nelpon ke sesama simpati katanya pulsa gak cukup kampret ini provider_name;['provider_name', 'pulsanya', 'masih', 'ada', 'tm', 'masih', 'banyak', 'mau', 'nelpon', 'ke', 'sesama', 'simpati', 'katanya', 'pulsa', 'gak', 'cukup', 'kampret', 'ini', 'provider_name'];['provider_name', 'pulsanya', 'masih', 'ada', 'tm', 'masih', 'banyak', 'mau', 'nelpon', 'ke', 'sesama', 'simpati', 'katanya', 'pulsa', 'tidak', 'cukup', 'kampret', 'ini', 'provider_name'];['provider_name', 'pulsanya', 'tm', 'nelpon', 'simpati', 'pulsa', 'kampret', 'provider_name'];provider_name pulsanya tm nelpon simpati pulsa kampret provider_name;provider name pulsa tm nelpon simpati pulsa kampret provider name
251;1;Tiba-tiba ada sinyal 4g di rumahku.  Biasanya gak ada.. lancar juga. <PROVIDER_NAME>;tiba tiba ada sinyal 4 di rumahku biasanya gak ada repeated lancar juga provider_name;['tiba', 'tiba', 'ada', 'sinyal', '4', 'di', 'rumahku', 'biasanya', 'gak', 'ada', 'repeated', 'lancar', 'juga', 'provider_name'];['tiba', 'tiba', 'ada', 'sinyal', '4', 'di', 'rumahku', 'biasanya', 'tidak', 'ada', 'repeated', 'lancar', 'juga', 'provider_name'];['sinyal', '4', 'rumahku', 'repeated', 'lancar', 'provider_name'];sinyal 4 rumahku repeated lancar provider_name;sinyal 4 rumah repeated lancar provider name
252;0;Tadinya berharap paling bagus untuk kerja online,Ternyata internetnya tidak seSimpati namanya <PROVIDER_NAME> <URL>;tadinya berharap paling bagus untuk kerja online ternyata internetnya tidak sesimpati namanya provider_name allcaps url allcaps;['tadinya', 'berharap', 'paling', 'bagus', 'untuk', 'kerja', 'online', 'ternyata', 'internetnya', 'tidak', 'sesimpati', 'namanya', 'provider_name', 'allcaps', 'url', 'allcaps'];['tadinya', 'berharap', 'paling', 'bagus', 'untuk', 'kerja', 'online', 'ternyata', 'internetnya', 'tidak', 'sesimpati', 'namanya', 'provider_name', 'allcaps', 'url', 'allcaps'];['berharap', 'bagus', 'kerja', 'online', 'internetnya', 'sesimpati', 'namanya', 'provider_name', 'allcaps', 'url', 'allcaps'];berharap bagus kerja online internetnya sesimpati namanya provider_name allcaps url allcaps;harap bagus kerja online internetnya simpat nama provider name allcaps url allcaps
253;0;Jaringan internet <PROVIDER_NAME> di sumba timur parah....;jaringan internet provider_name di sumba timur parah repeated;['jaringan', 'internet', 'provider_name', 'di', 'sumba', 'timur', 'parah', 'repeated'];['jaringan', 'internet', 'provider_name', 'di', 'sumba', 'timur', 'parah', 'repeated'];['jaringan', 'internet', 'provider_name', 'sumba', 'timur', 'parah', 'repeated'];jaringan internet provider_name sumba timur parah repeated;jaring internet provider name sumba timur parah repeated
254;0;Kualitas jaringan <PROVIDER_NAME> sangat menurun di wilayah Sukabumi.;kualitas jaringan provider_name sangat menurun di wilayah sukabumi;['kualitas', 'jaringan', 'provider_name', 'sangat', 'menurun', 'di', 'wilayah', 'sukabumi'];['kualitas', 'jaringan', 'provider_name', 'sangat', 'menurun', 'di', 'wilayah', 'sukabumi'];['kualitas', 'jaringan', 'provider_name', 'menurun', 'wilayah', 'sukabumi'];kualitas jaringan provider_name menurun wilayah sukabumi;kualitas jaring provider name turun wilayah sukabumi
