;Unnamed: 0;Sentiment;Text Tweet;step01;tokens;final_tokens;step02;finalText_str;ProcessedText
118;118;positive;Kalo lagi nyari film comedy, ini recomended nih... Lucu parah! Asli! ;kalo lagi nyari film comedy ini recomended nih lucu parah asli;['kalo', 'lagi', 'nyari', 'film', 'comedy', 'ini', 'recomended', 'nih', 'lucu', 'parah', 'asli'];['kalo', 'lagi', 'nyari', 'film', 'comedy', 'ini', 'recomended', 'nih', 'lucu', 'parah', 'asli'];kalo lagi nyari film comedy ini recomended nih lucu parah asli;kalo lagi nyari film comedy ini recomended nih lucu parah asli;kalo nyari film comedy recomended nih lucu parah asli
119;119;positive;Cek tread ini aja, Film gak terkenal yang ternyata asik di tonton - https://kask.us/hezsL  banyak nemu film bagus disini.;cek tread ini aja film gak terkenal yang ternyata asik di tonton kask ushezsl banyak nemu film bagus disini;['cek', 'tread', 'ini', 'aja', 'film', 'gak', 'terkenal', 'yang', 'ternyata', 'asik', 'di', 'tonton', 'kask', 'ushezsl', 'banyak', 'nemu', 'film', 'bagus', 'disini'];['cek', 'tread', 'ini', 'aja', 'film', 'gak', 'terkenal', 'yang', 'ternyata', 'asik', 'di', 'tonton', 'kask', 'ushezsl', 'banyak', 'nemu', 'film', 'bagus', 'disini'];cek tread ini aja film gak terkenal yang ternyata asik di tonton kask ushezsl banyak nemu film bagus disini;cek tread ini aja film gak terkenal yang ternyata asik di tonton kask ushezsl banyak nemu film bagus disini;cek tread aja film gak kenal nyata asik tonton kask ushezsl banyak nemu film bagus sini
120;120;positive;Sekarang lagi ada film yang bagus banget di bioskop. Judulnya Ziarah. Film Indonesia yang patut diapresiasi.;sekarang lagi ada film yang bagus banget di bioskop judulnya ziarah film indonesia yang patut diapresiasi;['sekarang', 'lagi', 'ada', 'film', 'yang', 'bagus', 'banget', 'di', 'bioskop', 'judulnya', 'ziarah', 'film', 'indonesia', 'yang', 'patut', 'diapresiasi'];['sekarang', 'lagi', 'ada', 'film', 'yang', 'bagus', 'banget', 'di', 'bioskop', 'judulnya', 'ziarah', 'film', 'indonesia', 'yang', 'patut', 'diapresiasi'];sekarang lagi ada film yang bagus banget di bioskop judulnya ziarah film indonesia yang patut diapresiasi;sekarang lagi ada film yang bagus banget di bioskop judulnya ziarah film indonesia yang patut diapresiasi;sekarang ada film bagus banget bioskop judul ziarah film indonesia patut apresiasi
121;121;positive;Critical eleven film yang bagus. Dari cerita, pemain sampai gambarnya, semuanya bagus. Puas banget dah nontonnya.;critical eleven film yang bagus dari cerita pemain sampai gambarnya semuanya bagus puas banget dah nontonnya;['critical', 'eleven', 'film', 'yang', 'bagus', 'dari', 'cerita', 'pemain', 'sampai', 'gambarnya', 'semuanya', 'bagus', 'puas', 'banget', 'dah', 'nontonnya'];['critical', 'eleven', 'film', 'yang', 'bagus', 'dari', 'cerita', 'pemain', 'sampai', 'gambarnya', 'semuanya', 'bagus', 'puas', 'banget', 'dah', 'nontonnya'];critical eleven film yang bagus dari cerita pemain sampai gambarnya semuanya bagus puas banget dah nontonnya;critical eleven film yang bagus dari cerita pemain sampai gambarnya semuanya bagus puas banget dah nontonnya;critical eleven film bagus cerita main gambar semua bagus puas banget dah nontonnya
122;122;positive;Film Ziarah sangat layak ditonton. Pengen peluk sutradaranya yang sukses mengarahkan pemeran mbah Sri - peran umur 95 thn.;film ziarah sangat layak ditonton pengen peluk sutradaranya yang sukses mengarahkan pemeran mbah sri peran umur   thn;['film', 'ziarah', 'sangat', 'layak', 'ditonton', 'pengen', 'peluk', 'sutradaranya', 'yang', 'sukses', 'mengarahkan', 'pemeran', 'mbah', 'sri', 'peran', 'umur', 'thn'];['film', 'ziarah', 'sangat', 'layak', 'ditonton', 'pengen', 'peluk', 'sutradaranya', 'yang', 'sukses', 'mengarahkan', 'pemeran', 'mbah', 'sri', 'peran', 'umur', 'thn'];film ziarah sangat layak ditonton pengen peluk sutradaranya yang sukses mengarahkan pemeran mbah sri peran umur thn;film ziarah sangat layak ditonton pengen peluk sutradaranya yang sukses mengarahkan pemeran mbah sri peran umur thn;film ziarah sangat layak tonton ken peluk sutradara sukses arah per mbah sri peran umur thn
123;123;positive;Dan akhirnya setelah nunggu setahun mulai juga ni film #KantiniDHijabers;dan akhirnya setelah nunggu setahun mulai juga ni film;['dan', 'akhirnya', 'setelah', 'nunggu', 'setahun', 'mulai', 'juga', 'ni', 'film'];['dan', 'akhirnya', 'setelah', 'nunggu', 'setahun', 'mulai', 'juga', 'ni', 'film'];dan akhirnya setelah nunggu setahun mulai juga ni film;dan akhirnya setelah nunggu setahun mulai juga ni film;akhir nunggu tahun mulai ni film
124;124;positive;Satu satunya film indonesia yg gue tunggu bgt buat di tonton. Setelah liat filmnya lgsg gagal moveon. Pgn nnton lagiii #CriticalEleven;satu satunya film indonesia yg gue tunggu bgt buat di tonton setelah liat filmnya lgsg gagal moveon pgn nnton lagiii;['satu', 'satunya', 'film', 'indonesia', 'yg', 'gue', 'tunggu', 'bgt', 'buat', 'di', 'tonton', 'setelah', 'liat', 'filmnya', 'lgsg', 'gagal', 'moveon', 'pgn', 'nnton', 'lagiii'];['satu', 'satunya', 'film', 'indonesia', 'yg', 'gue', 'tunggu', 'bgt', 'buat', 'di', 'tonton', 'setelah', 'liat', 'filmnya', 'lgsg', 'gagal', 'moveon', 'pgn', 'nnton', 'lagiii'];satu satunya film indonesia yg gue tunggu bgt buat di tonton setelah liat filmnya lgsg gagal moveon pgn nnton lagiii;satu satunya film indonesia yg gue tunggu bgt buat di tonton setelah liat filmnya lgsg gagal moveon pgn nnton lagiii;satu satu film indonesia gue tunggu bgt buat tonton liat film lgsg gagal moveon pgn nnton lagiii
125;125;positive;Tp rasa bangga-nya pasti akan berkali2 lipat kalo film perdananya bisa meledak di pasaran dan tercatat menjadi film terlaris.;tp rasa bangga nya pasti akan berkali lipat kalo film perdananya bisa meledak di pasaran dan tercatat menjadi film terlaris;['tp', 'rasa', 'bangga', 'nya', 'pasti', 'akan', 'berkali', 'lipat', 'kalo', 'film', 'perdananya', 'bisa', 'meledak', 'di', 'pasaran', 'dan', 'tercatat', 'menjadi', 'film', 'terlaris'];['tp', 'rasa', 'bangga', 'nya', 'pasti', 'akan', 'berkali', 'lipat', 'kalo', 'film', 'perdananya', 'bisa', 'meledak', 'di', 'pasaran', 'dan', 'tercatat', 'menjadi', 'film', 'terlaris'];tp rasa bangga nya pasti akan berkali lipat kalo film perdananya bisa meledak di pasaran dan tercatat menjadi film terlaris;tp rasa bangga nya pasti akan berkali lipat kalo film perdananya bisa meledak di pasaran dan tercatat menjadi film terlaris;tp rasa bangga pasti kali lipat kalo film perdana ledak pasar catat jadi film laris
126;126;positive;@CenayangFilm mbah, cucumu barusan nonton Night Bus. gila, keren gini ya. tinggal dikit lagi layarnya di bandung mbah, kasian :(;cenayangfilm mbah cucumu barusan nonton night bus gila keren gini ya tinggal dikit lagi layarnya di bandung mbah kasian;['cenayangfilm', 'mbah', 'cucumu', 'barusan', 'nonton', 'night', 'bus', 'gila', 'keren', 'gini', 'ya', 'tinggal', 'dikit', 'lagi', 'layarnya', 'di', 'bandung', 'mbah', 'kasian'];['cenayangfilm', 'mbah', 'cucumu', 'barusan', 'nonton', 'night', 'bus', 'gila', 'keren', 'gini', 'ya', 'tinggal', 'dikit', 'lagi', 'layarnya', 'di', 'bandung', 'mbah', 'kasian'];cenayangfilm mbah cucumu barusan nonton night bus gila keren gini ya tinggal dikit lagi layarnya di bandung mbah kasian;cenayangfilm mbah cucumu barusan nonton night bus gila keren gini ya tinggal dikit lagi layarnya di bandung mbah kasian;cenayangfilm mbah cucu barusan nonton night bus gila keren gin tinggal dikit layar bandung mbah kasi
127;127;positive;film indonesia terbaik tahun lalu yang saya tonton. #ziarah diputar di bioskop 18 mei 2017. catat di hape, tonton di hari pertamanya.;film indonesia terbaik tahun lalu yang saya tonton diputar di bioskop   mei   catat di hape tonton di hari pertamanya;['film', 'indonesia', 'terbaik', 'tahun', 'lalu', 'yang', 'saya', 'tonton', 'diputar', 'di', 'bioskop', 'mei', 'catat', 'di', 'hape', 'tonton', 'di', 'hari', 'pertamanya'];['film', 'indonesia', 'terbaik', 'tahun', 'lalu', 'yang', 'saya', 'tonton', 'diputar', 'di', 'bioskop', 'mei', 'catat', 'di', 'hape', 'tonton', 'di', 'hari', 'pertamanya'];film indonesia terbaik tahun lalu yang saya tonton diputar di bioskop mei catat di hape tonton di hari pertamanya;film indonesia terbaik tahun lalu yang saya tonton diputar di bioskop mei catat di hape tonton di hari pertamanya;film indonesia baik tahun lalu saya tonton putar bioskop mei catat hape tonton hari pertama
128;128;positive;Dari awal sampe akhir kagum banget sama film the guys raditya dkk kocak banget @cinema21 @sorayafilms #21TheGuysQuiz;dari awal sampe akhir kagum banget sama film the guys raditya dkk kocak banget cinema sorayafilms;['dari', 'awal', 'sampe', 'akhir', 'kagum', 'banget', 'sama', 'film', 'the', 'guys', 'raditya', 'dkk', 'kocak', 'banget', 'cinema', 'sorayafilms'];['dari', 'awal', 'sampe', 'akhir', 'kagum', 'banget', 'sama', 'film', 'the', 'guys', 'raditya', 'dkk', 'kocak', 'banget', 'cinema', 'sorayafilms'];dari awal sampe akhir kagum banget sama film the guys raditya dkk kocak banget cinema sorayafilms;dari awal sampe akhir kagum banget sama film the guys raditya dkk kocak banget cinema sorayafilms;awal sampe akhir kagum banget sama film the guys raditya dkk kocak banget cema sorayafilms
129;129;positive;Papa mama aku juga ikut nonton , mereka termasuk critical sm Film Indonesia,mereka blg film ini Bagus sekali :) terimakasi @Hanungbramantyo;papa mama aku juga ikut nonton mereka termasuk critical sm film indonesia mereka blg film ini bagus sekali terimakasi hanungbramantyo;['papa', 'mama', 'aku', 'juga', 'ikut', 'nonton', 'mereka', 'termasuk', 'critical', 'sm', 'film', 'indonesia', 'mereka', 'blg', 'film', 'ini', 'bagus', 'sekali', 'terimakasi', 'hanungbramantyo'];['papa', 'mama', 'aku', 'juga', 'ikut', 'nonton', 'mereka', 'termasuk', 'critical', 'sm', 'film', 'indonesia', 'mereka', 'blg', 'film', 'ini', 'bagus', 'sekali', 'terimakasi', 'hanungbramantyo'];papa mama aku juga ikut nonton mereka termasuk critical sm film indonesia mereka blg film ini bagus sekali terimakasi hanungbramantyo;papa mama aku juga ikut nonton mereka termasuk critical sm film indonesia mereka blg film ini bagus sekali terimakasi hanungbramantyo;papa mama aku ikut nonton masuk critical sm film indonesia blg film bagus sekali terimakasi hanungbramantyo
130;130;positive;Sumpah film danur bagus banget. yg ini nihh baru dapat film yang kenyataan bener,..seru bikin ngageting #DanurMovie;sumpah film danur bagus banget yg ini nihh baru dapat film yang kenyataan bener seru bikin ngageting;['sumpah', 'film', 'danur', 'bagus', 'banget', 'yg', 'ini', 'nihh', 'baru', 'dapat', 'film', 'yang', 'kenyataan', 'bener', 'seru', 'bikin', 'ngageting'];['sumpah', 'film', 'danur', 'bagus', 'banget', 'yg', 'ini', 'nihh', 'baru', 'dapat', 'film', 'yang', 'kenyataan', 'bener', 'seru', 'bikin', 'ngageting'];sumpah film danur bagus banget yg ini nihh baru dapat film yang kenyataan bener seru bikin ngageting;sumpah film danur bagus banget yg ini nihh baru dapat film yang kenyataan bener seru bikin ngageting;sumpah film danur bagus banget ini nihh baru film nyata bener seru bikin ngageting
131;131;positive;Buat yg udah nonton The Guys. Pilihan nonton di @cinema21 lainnya adalah #Unlocked film action yg seru. Cocok buat nemenin pas long weekend.;buat yg udah nonton the guys pilihan nonton di cinema lainnya adalah film action yg seru cocok buat nemenin pas long weekend;['buat', 'yg', 'udah', 'nonton', 'the', 'guys', 'pilihan', 'nonton', 'di', 'cinema', 'lainnya', 'adalah', 'film', 'action', 'yg', 'seru', 'cocok', 'buat', 'nemenin', 'pas', 'long', 'weekend'];['buat', 'yg', 'udah', 'nonton', 'the', 'guys', 'pilihan', 'nonton', 'di', 'cinema', 'lainnya', 'adalah', 'film', 'action', 'yg', 'seru', 'cocok', 'buat', 'nemenin', 'pas', 'long', 'weekend'];buat yg udah nonton the guys pilihan nonton di cinema lainnya adalah film action yg seru cocok buat nemenin pas long weekend;buat yg udah nonton the guys pilihan nonton di cinema lainnya adalah film action yg seru cocok buat nemenin pas long weekend;buat udah nonton the guys pilih nonton cema lain film action seru cocok buat nemenin pas long weekend
132;132;positive;Nonton Film The Guys. Filmnya ngakak Abis ada sedihnya juga film dengan paket yg komplit hehehehe Sukses terus @radityadika;nonton film the guys filmnya ngakak abis ada sedihnya juga film dengan paket yg komplit hehehehe sukses terus radityadika;['nonton', 'film', 'the', 'guys', 'filmnya', 'ngakak', 'abis', 'ada', 'sedihnya', 'juga', 'film', 'dengan', 'paket', 'yg', 'komplit', 'hehehehe', 'sukses', 'terus', 'radityadika'];['nonton', 'film', 'the', 'guys', 'filmnya', 'ngakak', 'abis', 'ada', 'sedihnya', 'juga', 'film', 'dengan', 'paket', 'yg', 'komplit', 'hehehehe', 'sukses', 'terus', 'radityadika'];nonton film the guys filmnya ngakak abis ada sedihnya juga film dengan paket yg komplit hehehehe sukses terus radityadika;nonton film the guys filmnya ngakak abis ada sedihnya juga film dengan paket yg komplit hehehehe sukses terus radityadika;nonton film the guys film ngakak abis sedih film paket komplit hehehehe sukses terus radityadika
133;133;positive;Sumpah ini film bagus bngt! Nonton berkali-kali gapernah bosen film the guys sangat menginspirasi tnx bang udah buat film ini @radityadika;sumpah ini film bagus bngt nonton berkali kali gapernah bosen film the guys sangat menginspirasi tnx bang udah buat film ini radityadika;['sumpah', 'ini', 'film', 'bagus', 'bngt', 'nonton', 'berkali', 'kali', 'gapernah', 'bosen', 'film', 'the', 'guys', 'sangat', 'menginspirasi', 'tnx', 'bang', 'udah', 'buat', 'film', 'ini', 'radityadika'];['sumpah', 'ini', 'film', 'bagus', 'bngt', 'nonton', 'berkali', 'kali', 'gapernah', 'bosen', 'film', 'the', 'guys', 'sangat', 'menginspirasi', 'tnx', 'bang', 'udah', 'buat', 'film', 'ini', 'radityadika'];sumpah ini film bagus bngt nonton berkali kali gapernah bosen film the guys sangat menginspirasi tnx bang udah buat film ini radityadika;sumpah ini film bagus bngt nonton berkali kali gapernah bosen film the guys sangat menginspirasi tnx bang udah buat film ini radityadika;sumpah film bagus bngt nonton kali kali gapernah bosen film the guys sangat inspirasi tnx bang udah buat film radityadika
134;134;positive;Kalo belom nonton Kartini harus banget sih nonton! Sama film korea judulnya Obsessed tp 18+++ huehe ();kalo belom nonton kartini harus banget sih nonton sama film korea judulnya obsessed tp   huehe;['kalo', 'belom', 'nonton', 'kartini', 'harus', 'banget', 'sih', 'nonton', 'sama', 'film', 'korea', 'judulnya', 'obsessed', 'tp', 'huehe'];['kalo', 'belom', 'nonton', 'kartini', 'harus', 'banget', 'sih', 'nonton', 'sama', 'film', 'korea', 'judulnya', 'obsessed', 'tp', 'huehe'];kalo belom nonton kartini harus banget sih nonton sama film korea judulnya obsessed tp huehe;kalo belom nonton kartini harus banget sih nonton sama film korea judulnya obsessed tp huehe;kalo bom nonton kartini banget nonton sama film korea judul obsessed tp huehe
135;135;positive;Nangis itu gegara nonton film kartini (1982) yang epic banget.;nangis itu gegara nonton film kartini   yang epic banget;['nangis', 'itu', 'gegara', 'nonton', 'film', 'kartini', 'yang', 'epic', 'banget'];['nangis', 'itu', 'gegara', 'nonton', 'film', 'kartini', 'yang', 'epic', 'banget'];nangis itu gegara nonton film kartini yang epic banget;nangis itu gegara nonton film kartini yang epic banget;nang gegara nonton film kartini epic banget
136;136;positive;Dan film ZIARAH ini muatannya berlapis. Tentang hidup, tentang cinta, tentang sejarah, tentang misteri, banyak sekali yang bisa disimak.;dan film ziarah ini muatannya berlapis tentang hidup tentang cinta tentang sejarah tentang misteri banyak sekali yang bisa disimak;['dan', 'film', 'ziarah', 'ini', 'muatannya', 'berlapis', 'tentang', 'hidup', 'tentang', 'cinta', 'tentang', 'sejarah', 'tentang', 'misteri', 'banyak', 'sekali', 'yang', 'bisa', 'disimak'];['dan', 'film', 'ziarah', 'ini', 'muatannya', 'berlapis', 'tentang', 'hidup', 'tentang', 'cinta', 'tentang', 'sejarah', 'tentang', 'misteri', 'banyak', 'sekali', 'yang', 'bisa', 'disimak'];dan film ziarah ini muatannya berlapis tentang hidup tentang cinta tentang sejarah tentang misteri banyak sekali yang bisa disimak;dan film ziarah ini muatannya berlapis tentang hidup tentang cinta tentang sejarah tentang misteri banyak sekali yang bisa disimak;film ziarah muat lap hidup cinta sejarah misteri banyak sekali bisa simak
137;137;positive;"90.4| Film ""Kartini"" bisa ditonton oleh semua umur. Karena film ini selain menghibur juga mendidik dan menginspirasi #FFF";    film kartini bisa ditonton oleh semua umur karena film ini selain menghibur juga mendidik dan menginspirasi;['film', 'kartini', 'bisa', 'ditonton', 'oleh', 'semua', 'umur', 'karena', 'film', 'ini', 'selain', 'menghibur', 'juga', 'mendidik', 'dan', 'menginspirasi'];['film', 'kartini', 'bisa', 'ditonton', 'oleh', 'semua', 'umur', 'karena', 'film', 'ini', 'selain', 'menghibur', 'juga', 'mendidik', 'dan', 'menginspirasi'];film kartini bisa ditonton oleh semua umur karena film ini selain menghibur juga mendidik dan menginspirasi;film kartini bisa ditonton oleh semua umur karena film ini selain menghibur juga mendidik dan menginspirasi;film kartini tonton semua umur film selain hibur didik inspirasi
138;138;positive;Film sejarah, jarang sekali di negara ini. Jika membaca sejarah saja kita enggan setidaknya tontonlah filmnya @Hanungbramantyo Kartini;film sejarah jarang sekali di negara ini jika membaca sejarah saja kita enggan setidaknya tontonlah filmnya hanungbramantyo kartini;['film', 'sejarah', 'jarang', 'sekali', 'di', 'negara', 'ini', 'jika', 'membaca', 'sejarah', 'saja', 'kita', 'enggan', 'setidaknya', 'tontonlah', 'filmnya', 'hanungbramantyo', 'kartini'];['film', 'sejarah', 'jarang', 'sekali', 'di', 'negara', 'ini', 'jika', 'membaca', 'sejarah', 'saja', 'kita', 'enggan', 'setidaknya', 'tontonlah', 'filmnya', 'hanungbramantyo', 'kartini'];film sejarah jarang sekali di negara ini jika membaca sejarah saja kita enggan setidaknya tontonlah filmnya hanungbramantyo kartini;film sejarah jarang sekali di negara ini jika membaca sejarah saja kita enggan setidaknya tontonlah filmnya hanungbramantyo kartini;film sejarah jarang sekali negara jika baca sejarah kita enggan tonton film hanungbramantyo kartini
139;139;positive;Pengerjaan film #Kartini terasa sangat sungguh2. Baik dari pemain maupun produksi. Selamat ya, Mas @Hanungbramantyo;pengerjaan film terasa sangat sungguh baik dari pemain maupun produksi selamat ya mas hanungbramantyo;['pengerjaan', 'film', 'terasa', 'sangat', 'sungguh', 'baik', 'dari', 'pemain', 'maupun', 'produksi', 'selamat', 'ya', 'mas', 'hanungbramantyo'];['pengerjaan', 'film', 'terasa', 'sangat', 'sungguh', 'baik', 'dari', 'pemain', 'maupun', 'produksi', 'selamat', 'ya', 'mas', 'hanungbramantyo'];pengerjaan film terasa sangat sungguh baik dari pemain maupun produksi selamat ya mas hanungbramantyo;pengerjaan film terasa sangat sungguh baik dari pemain maupun produksi selamat ya mas hanungbramantyo;kerja film asa sangat sungguh baik main maupun produksi selamat mas hanungbramantyo
140;140;positive;Lapor mbah @CenayangFilm film ini keren. Worth to watch. Syukur2 bisa instrospeksi diri abis nonton.;lapor mbah cenayangfilm film ini keren worth to watch syukur bisa instrospeksi diri abis nonton;['lapor', 'mbah', 'cenayangfilm', 'film', 'ini', 'keren', 'worth', 'to', 'watch', 'syukur', 'bisa', 'instrospeksi', 'diri', 'abis', 'nonton'];['lapor', 'mbah', 'cenayangfilm', 'film', 'ini', 'keren', 'worth', 'to', 'watch', 'syukur', 'bisa', 'instrospeksi', 'diri', 'abis', 'nonton'];lapor mbah cenayangfilm film ini keren worth to watch syukur bisa instrospeksi diri abis nonton;lapor mbah cenayangfilm film ini keren worth to watch syukur bisa instrospeksi diri abis nonton;lapor mbah cenayangfilm film keren worth to watch syukur instrospeksi diri abis nonton
141;141;positive;thanks for today @andibowooo :-* film #TheBossBaby bagus banget dapet feel nya dari lucu, ketawa , amazing pokonya ;thanks for today andibowooo film bagus banget dapet feel nya dari lucu ketawa amazing pokonya;['thanks', 'for', 'today', 'andibowooo', 'film', 'bagus', 'banget', 'dapet', 'feel', 'nya', 'dari', 'lucu', 'ketawa', 'amazing', 'pokonya'];['thanks', 'for', 'today', 'andibowooo', 'film', 'bagus', 'banget', 'dapet', 'feel', 'nya', 'dari', 'lucu', 'ketawa', 'amazing', 'pokonya'];thanks for today andibowooo film bagus banget dapet feel nya dari lucu ketawa amazing pokonya;thanks for today andibowooo film bagus banget dapet feel nya dari lucu ketawa amazing pokonya;thanks for today andibowooo film bagus banget dapet feel dari lucu ketawa amazing poko
142;142;positive;Film Ziarah teramat sangat keren. Bangga. Layak dapat Oscar...;film ziarah teramat sangat keren bangga layak dapat oscar;['film', 'ziarah', 'teramat', 'sangat', 'keren', 'bangga', 'layak', 'dapat', 'oscar'];['film', 'ziarah', 'teramat', 'sangat', 'keren', 'bangga', 'layak', 'dapat', 'oscar'];film ziarah teramat sangat keren bangga layak dapat oscar;film ziarah teramat sangat keren bangga layak dapat oscar;film ziarah amat sangat keren bangga layak oscar
143;143;positive;Barusan bgt kelar nntn @filmziarah film lokal pertama yg gue tonton dan berhasil bikin nangis @bewe_bw speechless liat aktingnya @alitalit_;barusan bgt kelar nntn filmziarah film lokal pertama yg gue tonton dan berhasil bikin nangis bewe_bw speechless liat aktingnya alitalit_;['barusan', 'bgt', 'kelar', 'nntn', 'filmziarah', 'film', 'lokal', 'pertama', 'yg', 'gue', 'tonton', 'dan', 'berhasil', 'bikin', 'nangis', 'bewe_bw', 'speechless', 'liat', 'aktingnya', 'alitalit_'];['barusan', 'bgt', 'kelar', 'nntn', 'filmziarah', 'film', 'lokal', 'pertama', 'yg', 'gue', 'tonton', 'dan', 'berhasil', 'bikin', 'nangis', 'bewe_bw', 'speechless', 'liat', 'aktingnya', 'alitalit_'];barusan bgt kelar nntn filmziarah film lokal pertama yg gue tonton dan berhasil bikin nangis bewe_bw speechless liat aktingnya alitalit_;barusan bgt kelar nntn filmziarah film lokal pertama yg gue tonton dan berhasil bikin nangis bewe_bw speechless liat aktingnya alitalit_;barusan bgt kelar nntn filmziarah film lokal pertama gue tonton hasil bikin nang bewe bw speechless liat akting alitalit
144;144;positive;Bahagia telah dipertemukan dengan film keren ini ;bahagia telah dipertemukan dengan film keren ini;['bahagia', 'telah', 'dipertemukan', 'dengan', 'film', 'keren', 'ini'];['bahagia', 'telah', 'dipertemukan', 'dengan', 'film', 'keren', 'ini'];bahagia telah dipertemukan dengan film keren ini;bahagia telah dipertemukan dengan film keren ini;bahagia temu film keren
145;145;positive;Film Kartini bagus bangettt!!!! Wajib ditonton!;film kartini bagus bangettt wajib ditonton;['film', 'kartini', 'bagus', 'bangettt', 'wajib', 'ditonton'];['film', 'kartini', 'bagus', 'bangettt', 'wajib', 'ditonton'];film kartini bagus bangettt wajib ditonton;film kartini bagus bangettt wajib ditonton;film kartini bagus bangettt wajib tonton
146;146;positive;minggu lalu nonton #DANUR mau review seneng juga sih film horror Indonesia sudah bagus lagi @CenayangFilm @ScreenSaversID;minggu lalu nonton mau review seneng juga sih film horror indonesia sudah bagus lagi cenayangfilm screensaversid;['minggu', 'lalu', 'nonton', 'mau', 'review', 'seneng', 'juga', 'sih', 'film', 'horror', 'indonesia', 'sudah', 'bagus', 'lagi', 'cenayangfilm', 'screensaversid'];['minggu', 'lalu', 'nonton', 'mau', 'review', 'seneng', 'juga', 'sih', 'film', 'horror', 'indonesia', 'sudah', 'bagus', 'lagi', 'cenayangfilm', 'screensaversid'];minggu lalu nonton mau review seneng juga sih film horror indonesia sudah bagus lagi cenayangfilm screensaversid;minggu lalu nonton mau review seneng juga sih film horror indonesia sudah bagus lagi cenayangfilm screensaversid;minggu lalu nonton mau review neng sih film horror indonesia bagus cenayangfilm screensaversid
147;147;positive;#FilmKartini menginspirasi untuk berjuang menjunjung nilai kebenaran, bukan dominasi penguasa dan kekakuan budaya @LegacyPictures;menginspirasi untuk berjuang menjunjung nilai kebenaran bukan dominasi penguasa dan kekakuan budaya legacypictures;['menginspirasi', 'untuk', 'berjuang', 'menjunjung', 'nilai', 'kebenaran', 'bukan', 'dominasi', 'penguasa', 'dan', 'kekakuan', 'budaya', 'legacypictures'];['menginspirasi', 'untuk', 'berjuang', 'menjunjung', 'nilai', 'kebenaran', 'bukan', 'dominasi', 'penguasa', 'dan', 'kekakuan', 'budaya', 'legacypictures'];menginspirasi untuk berjuang menjunjung nilai kebenaran bukan dominasi penguasa dan kekakuan budaya legacypictures;menginspirasi untuk berjuang menjunjung nilai kebenaran bukan dominasi penguasa dan kekakuan budaya legacypictures;inspirasi juang junjung nilai benar bukan dominasi kuasa kaku budaya legacypictures
148;148;positive;10. Kalaupun mau bikin film horror, film Danur bisa jadi rujukan .. ringan tapi menakutkan ;  kalaupun mau bikin film horror film danur bisa jadi rujukan ringan tapi menakutkan;['kalaupun', 'mau', 'bikin', 'film', 'horror', 'film', 'danur', 'bisa', 'jadi', 'rujukan', 'ringan', 'tapi', 'menakutkan'];['kalaupun', 'mau', 'bikin', 'film', 'horror', 'film', 'danur', 'bisa', 'jadi', 'rujukan', 'ringan', 'tapi', 'menakutkan'];kalaupun mau bikin film horror film danur bisa jadi rujukan ringan tapi menakutkan;kalaupun mau bikin film horror film danur bisa jadi rujukan ringan tapi menakutkan;kalaupun mau bikin film horror film danur jadi rujuk ringan takut
149;149;positive;Banyak moral yg bisa dipetik dari film wonder woman. Salah satunya adalah menjaga auratmu dr cowok hidung belang ?;banyak moral yg bisa dipetik dari film wonder woman salah satunya adalah menjaga auratmu dr cowok hidung belang;['banyak', 'moral', 'yg', 'bisa', 'dipetik', 'dari', 'film', 'wonder', 'woman', 'salah', 'satunya', 'adalah', 'menjaga', 'auratmu', 'dr', 'cowok', 'hidung', 'belang'];['banyak', 'moral', 'yg', 'bisa', 'dipetik', 'dari', 'film', 'wonder', 'woman', 'salah', 'satunya', 'adalah', 'menjaga', 'auratmu', 'dr', 'cowok', 'hidung', 'belang'];banyak moral yg bisa dipetik dari film wonder woman salah satunya adalah menjaga auratmu dr cowok hidung belang;banyak moral yg bisa dipetik dari film wonder woman salah satunya adalah menjaga auratmu dr cowok hidung belang;banyak moral bisa petik film wonder woman salah satu jaga aurat dr cowok hidung belang
150;150;positive;Berikut 5 film horor Indonesia berpendapatan tinggi dalam 10 tahun terakhir. Dapatkan tiket @DanurMovie di http://bit.ly/belidanur;berikut   film horor indonesia berpendapatan tinggi dalam   tahun terakhir dapatkan tiket danurmovie di bit lybelidanur;['berikut', 'film', 'horor', 'indonesia', 'berpendapatan', 'tinggi', 'dalam', 'tahun', 'terakhir', 'dapatkan', 'tiket', 'danurmovie', 'di', 'bit', 'lybelidanur'];['berikut', 'film', 'horor', 'indonesia', 'berpendapatan', 'tinggi', 'dalam', 'tahun', 'terakhir', 'dapatkan', 'tiket', 'danurmovie', 'di', 'bit', 'lybelidanur'];berikut film horor indonesia berpendapatan tinggi dalam tahun terakhir dapatkan tiket danurmovie di bit lybelidanur;berikut film horor indonesia berpendapatan tinggi dalam tahun terakhir dapatkan tiket danurmovie di bit lybelidanur;ikut film horor indonesia dapat tinggi tahun akhir dapat tiket danurmovie bit lybelidanur
